PassengerId,Survived,Pclass,Age,SibSp,Parch,Fare,Family_size,Age_scaled,Fare_scaled,Sex_male,Embarked_Q,Embarked_S
311,1,1,24.0,0,0,83.1583,1,-0.4095626884556714,0.16231419173453318,False,False,False
312,1,1,18.0,2,2,262.375,5,-0.871896822512764,0.5121218935012878,False,False,False
313,0,2,26.0,1,1,26.0,3,-0.2554513104366405,0.050748620223090936,False,False,True
314,0,3,28.0,0,0,7.8958,1,-0.10133993241760961,0.015411575213749286,True,False,True
315,0,2,43.0,1,1,26.25,3,1.054495402725122,0.05123658772523604,True,False,True
316,1,3,26.0,0,0,7.8542,1,-0.2554513104366405,0.015330377421392339,False,False,True
317,1,2,24.0,1,0,26.0,2,-0.4095626884556714,0.050748620223090936,False,False,True
318,0,2,54.0,0,0,14.0,1,1.902107981829792,0.027326180120125887,True,False,True
319,1,1,31.0,0,2,164.8667,3,0.12982713461093673,0.32179836714362564,False,False,True
320,1,1,40.0,1,1,134.5,3,0.8233283356965757,0.2625265161540666,False,False,False
321,0,3,22.0,0,0,7.25,1,-0.5636740664747023,0.014151057562208049,True,False,True
322,0,3,27.0,0,0,7.8958,1,-0.17839562142712506,0.015411575213749286,True,False,True
323,1,2,30.0,0,0,12.35,1,0.052771445601421274,0.024105594605968193,False,True,False
324,1,2,22.0,1,1,29.0,3,-0.5636740664747023,0.056604230248832196,False,False,True
325,0,3,28.0,8,2,69.55,11,-0.10133993241760961,0.13575255909676825,True,False,True
326,1,1,36.0,0,0,135.6333,1,0.5151055796585139,0.2647385704347907,False,False,False
327,0,3,61.0,0,0,6.2375,1,2.4414978048964002,0.012174789178520372,True,False,True
328,1,2,36.0,0,0,13.0,1,0.5151055796585139,0.025374310111545468,False,False,True
329,1,3,31.0,1,1,20.525,3,0.12982713461093673,0.04006213192611313,False,False,True
330,1,1,16.0,0,1,57.9792,2,-1.026008200531795,0.11316786160148591,False,False,False
331,1,3,28.0,2,0,23.25,3,-0.10133993241760961,0.04538097769949478,False,True,False
332,0,1,45.5,0,0,28.5,1,1.2471346252489106,0.055628295244541985,True,False,True
333,0,1,38.0,0,1,153.4625,2,0.6692169576775449,0.2995388511917728,True,False,True
334,0,3,16.0,2,0,18.0,3,-1.026008200531795,0.03513366015444757,True,False,True
335,1,1,28.0,1,0,133.65,2,-0.10133993241760961,0.2608674266467732,False,False,True
336,0,3,28.0,0,0,7.8958,1,-0.10133993241760961,0.015411575213749286,True,False,True
337,0,1,29.0,1,0,66.6,2,-0.024284243408094167,0.12999454257145598,True,False,True
338,1,1,41.0,0,0,134.5,1,0.9003840247060911,0.2625265161540666,False,False,False
339,1,3,45.0,0,0,8.05,1,1.208606780744153,0.015712553569072387,True,False,True
340,0,1,45.0,0,0,35.5,1,1.208606780744153,0.06929138530460494,True,False,True
341,1,2,2.0,1,1,26.0,3,-2.104787846665011,0.050748620223090936,True,False,True
342,1,1,24.0,3,2,263.0,6,-0.4095626884556714,0.5133418122566507,False,False,True
343,0,2,28.0,0,0,13.0,1,-0.10133993241760961,0.025374310111545468,True,False,True
344,0,2,25.0,0,0,13.0,1,-0.3325069994461559,0.025374310111545468,True,False,True
345,0,2,36.0,0,0,13.0,1,0.5151055796585139,0.025374310111545468,True,False,True
346,1,2,24.0,0,0,13.0,1,-0.4095626884556714,0.025374310111545468,False,False,True
347,1,2,40.0,0,0,13.0,1,0.8233283356965757,0.025374310111545468,False,False,True
348,1,3,28.0,1,0,16.1,2,-0.10133993241760961,0.031425107138144774,False,False,True
349,1,3,3.0,1,1,15.9,3,-2.0277321576554956,0.031034733136428686,True,False,True
350,0,3,42.0,0,0,8.6625,1,0.9774397137156066,0.016908073949327893,True,False,True
351,0,3,23.0,0,0,9.225,1,-0.4866183774651868,0.01800600082915438,True,False,True
352,0,1,28.0,0,0,35.0,1,-0.10133993241760961,0.06831545030031472,True,False,True
353,0,3,15.0,1,1,7.2292,3,-1.1030638895413103,0.014110458666029575,True,False,False
354,0,3,25.0,1,0,17.8,2,-0.3325069994461559,0.034743286152731485,True,False,True
355,0,3,28.0,0,0,7.225,1,-0.10133993241760961,0.014102260811993537,True,False,False
356,0,3,28.0,0,0,9.5,1,-0.10133993241760961,0.018542765081513996,True,False,True
357,1,1,22.0,0,1,55.0,2,-0.5636740664747023,0.10735285047192313,False,False,True
358,0,2,38.0,0,0,13.0,1,0.6692169576775449,0.025374310111545468,False,False,True
359,1,3,28.0,0,0,7.8792,1,-0.10133993241760961,0.01537917417160685,False,True,False
360,1,3,28.0,0,0,7.8792,1,-0.10133993241760961,0.01537917417160685,False,True,False
361,0,3,40.0,1,4,27.9,6,0.8233283356965757,0.05445717323939373,True,False,True
362,0,2,29.0,1,0,27.7208,2,-0.024284243408094167,0.05410739813385612,True,False,False
363,0,3,45.0,0,1,14.4542,2,1.208606780744153,0.028212719478023115,False,False,False
364,0,3,35.0,0,0,7.05,1,0.4380498906489985,0.013760683560491965,True,False,True
365,0,3,28.0,1,0,15.5,2,-0.10133993241760961,0.030253985132996517,True,True,False
366,0,3,30.0,0,0,7.25,1,0.052771445601421274,0.014151057562208049,True,False,True
367,1,1,60.0,1,0,75.25,2,2.3644421158868845,0.14687821814567664,False,False,False
368,1,3,28.0,0,0,7.2292,1,-0.10133993241760961,0.014110458666029575,False,False,False
369,1,3,28.0,0,0,7.75,1,-0.10133993241760961,0.015126992566498259,False,True,False
370,1,1,24.0,0,0,69.3,1,-0.4095626884556714,0.13526459159462315,False,False,False
371,1,1,25.0,1,0,55.4417,2,-0.3325069994461559,0.1082149914547131,True,False,False
372,0,3,18.0,1,0,6.4958,2,-0.871896822512764,0.012678957201736696,True,False,True
373,0,3,19.0,0,0,8.05,1,-0.7948411335032486,0.015712553569072387,True,False,True
374,0,1,22.0,0,0,135.6333,1,-0.5636740664747023,0.2647385704347907,True,False,False
375,0,3,3.0,3,1,21.075,5,-2.0277321576554956,0.04113566043083236,False,False,True
376,1,1,28.0,1,0,82.1708,2,-0.10133993241760961,0.16038672010106003,False,False,False
377,1,3,22.0,0,0,7.25,1,-0.5636740664747023,0.014151057562208049,False,False,True
378,0,1,27.0,0,2,211.5,3,-0.17839562142712506,0.41282050681475896,True,False,False
379,0,3,20.0,0,0,4.0125,1,-0.7177854444937332,0.007831878409428937,True,False,False
380,0,3,19.0,0,0,7.775,1,-0.7948411335032486,0.015175789316712771,True,False,True
381,1,1,42.0,0,0,227.525,1,0.9774397137156066,0.4440992237022602,False,False,False
382,1,3,1.0,0,2,15.7417,3,-2.1818435356745267,0.030725752114070404,False,False,False
383,0,3,32.0,0,0,7.925,1,0.20688282362045216,0.015468569817999833,True,False,True
384,1,1,35.0,1,0,52.0,2,0.4380498906489985,0.10149724044618187,False,False,True
385,0,3,28.0,0,0,7.8958,1,-0.10133993241760961,0.015411575213749286,True,False,True
386,0,2,18.0,0,0,73.5,1,-0.871896822512764,0.1434624456306609,True,False,True
387,0,3,1.0,5,2,46.9,8,-2.1818435356745267,0.09154270340242172,True,False,True
388,1,2,36.0,0,0,13.0,1,0.5151055796585139,0.025374310111545468,False,False,True
389,0,3,28.0,0,0,7.7292,1,-0.10133993241760961,0.015086393670319786,True,True,False
390,1,2,17.0,0,0,12.0,1,-0.9489525115222794,0.023422440102965045,False,False,False
391,1,1,36.0,1,2,120.0,4,0.5151055796585139,0.23422440102965048,True,False,True
392,1,3,21.0,0,0,7.7958,1,-0.6407297554842177,0.015216388212891242,True,False,True
393,0,3,28.0,2,0,7.925,3,-0.10133993241760961,0.015468569817999833,True,False,True
394,1,1,23.0,1,0,113.275,2,-0.4866183774651868,0.22109807522194713,False,False,False
395,1,3,24.0,0,2,16.7,3,-0.4095626884556714,0.03259622914329302,False,False,True
396,0,3,22.0,0,0,7.7958,1,-0.5636740664747023,0.015216388212891242,True,False,True
397,0,3,31.0,0,0,7.8542,1,0.12982713461093673,0.015330377421392339,False,False,True
398,0,2,46.0,0,0,26.0,1,1.2856624697536683,0.050748620223090936,True,False,True
399,0,2,23.0,0,0,10.5,1,-0.4866183774651868,0.020494635090094415,True,False,True
400,1,2,28.0,0,0,12.65,1,-0.10133993241760961,0.02469115560854232,False,False,True
401,1,3,39.0,0,0,7.925,1,0.7462726466870603,0.015468569817999833,True,False,True
402,0,3,26.0,0,0,8.05,1,-0.2554513104366405,0.015712553569072387,True,False,True
403,0,3,21.0,1,0,9.825,2,-0.6407297554842177,0.019177122834302632,False,False,True
404,0,3,28.0,1,0,15.85,2,-0.10133993241760961,0.030937139635999665,True,False,True
405,0,3,20.0,0,0,8.6625,1,-0.7177854444937332,0.016908073949327893,False,False,True
406,0,2,34.0,1,0,21.0,2,0.36099420163948304,0.04098927018018883,True,False,True
407,0,3,51.0,0,0,7.75,1,1.6709409148012455,0.015126992566498259,True,False,True
408,1,2,3.0,1,1,18.75,3,-2.0277321576554956,0.03659756266088288,True,False,True
409,0,3,21.0,0,0,7.775,1,-0.6407297554842177,0.015175789316712771,True,False,True
410,0,3,28.0,3,1,25.4667,5,-0.10133993241760961,0.049707687947515,False,False,True
411,0,3,28.0,0,0,7.8958,1,-0.10133993241760961,0.015411575213749286,True,False,True
412,0,3,28.0,0,0,6.8583,1,-0.10133993241760961,0.013386510079847098,True,True,False
413,1,1,33.0,1,0,90.0,2,0.2839385126299676,0.17566830077223786,False,True,False
414,0,2,28.0,0,0,0.0,1,-0.10133993241760961,0.0,True,False,True
415,1,3,44.0,0,0,7.925,1,1.1315510917346374,0.015468569817999833,True,False,True
416,0,3,28.0,0,0,8.05,1,-0.10133993241760961,0.015712553569072387,False,False,True
417,1,2,34.0,1,1,32.5,3,0.36099420163948304,0.06343577527886367,False,False,True
418,1,2,18.0,0,2,13.0,3,-0.871896822512764,0.025374310111545468,False,False,True
419,0,2,30.0,0,0,13.0,1,0.052771445601421274,0.025374310111545468,True,False,True
420,0,3,10.0,0,2,24.15,3,-1.4883423345888875,0.04713766070721715,False,False,True
421,0,3,28.0,0,0,7.8958,1,-0.10133993241760961,0.015411575213749286,True,False,False
422,0,3,21.0,0,0,7.7333,1,-0.6407297554842177,0.015094396337354966,True,True,False
423,0,3,29.0,0,0,7.875,1,-0.024284243408094167,0.015370976317570811,True,False,True
424,0,3,28.0,1,1,14.4,3,-0.10133993241760961,0.028106928123558056,False,False,True
425,0,3,18.0,1,1,20.2125,3,-0.871896822512764,0.039452172548431745,True,False,True
426,0,3,28.0,0,0,7.25,1,-0.10133993241760961,0.014151057562208049,True,False,True
427,1,2,28.0,1,0,26.0,2,-0.10133993241760961,0.050748620223090936,False,False,True
428,1,2,19.0,0,0,26.0,1,-0.7948411335032486,0.050748620223090936,False,False,True
429,0,3,28.0,0,0,7.75,1,-0.10133993241760961,0.015126992566498259,True,True,False
430,1,3,32.0,0,0,8.05,1,0.20688282362045216,0.015712553569072387,True,False,True
431,1,1,28.0,0,0,26.55,1,-0.10133993241760961,0.051822148727810165,True,False,True
432,1,3,28.0,1,0,16.1,2,-0.10133993241760961,0.031425107138144774,False,False,True
433,1,2,42.0,1,0,26.0,2,0.9774397137156066,0.050748620223090936,False,False,True
434,0,3,17.0,0,0,7.125,1,-0.9489525115222794,0.013907073811135496,True,False,True
435,0,1,50.0,1,0,55.9,2,1.5938852257917302,0.1091095334796455,True,False,True
436,1,1,14.0,1,2,120.0,4,-1.1801195785508258,0.23422440102965048,False,False,True
437,0,3,21.0,2,2,34.375,5,-0.6407297554842177,0.06709553154495196,False,False,True
438,1,2,24.0,2,3,18.75,6,-0.4095626884556714,0.03659756266088288,False,False,True
439,0,1,64.0,1,4,263.0,6,2.6726648719249466,0.5133418122566507,True,False,True
440,0,2,31.0,0,0,10.5,1,0.12982713461093673,0.020494635090094415,True,False,True
441,1,2,45.0,1,1,26.25,3,1.208606780744153,0.05123658772523604,False,False,True
442,0,3,20.0,0,0,9.5,1,-0.7177854444937332,0.018542765081513996,True,False,True
443,0,3,25.0,1,0,7.775,2,-0.3325069994461559,0.015175789316712771,True,False,True
444,1,2,28.0,0,0,13.0,1,-0.10133993241760961,0.025374310111545468,False,False,True
445,1,3,28.0,0,0,8.1125,1,-0.10133993241760961,0.015834545444608664,True,False,True
446,1,1,4.0,0,2,81.8583,3,-1.9506764686459803,0.15977676072337862,True,False,True
447,1,2,13.0,0,1,19.5,2,-1.2571752675603414,0.038061465167318204,False,False,True
448,1,1,34.0,0,0,26.55,1,0.36099420163948304,0.051822148727810165,True,False,True
449,1,3,5.0,2,1,19.2583,4,-1.8736207796364648,0.03758969818624431,False,False,False
450,1,1,52.0,0,0,30.5,1,1.747996603810761,0.05953203526170282,True,False,True
451,0,2,36.0,1,2,27.75,4,0.5151055796585139,0.05416439273810667,True,False,True
452,0,3,28.0,1,0,19.9667,2,-0.10133993241760961,0.03897240290032268,True,False,True
453,0,1,30.0,0,0,27.75,1,0.052771445601421274,0.05416439273810667,True,False,False
454,1,1,49.0,1,0,89.1042,2,1.5168295367822147,0.17391981561855152,True,False,False
455,0,3,28.0,0,0,8.05,1,-0.10133993241760961,0.015712553569072387,True,False,True
456,1,3,29.0,0,0,7.8958,1,-0.024284243408094167,0.015411575213749286,True,False,False
457,0,1,65.0,0,0,26.55,1,2.749720560934462,0.051822148727810165,True,False,True
458,1,1,28.0,1,0,51.8625,2,-0.10133993241760961,0.10122885832000206,False,False,True
459,1,2,50.0,0,0,10.5,1,1.5938852257917302,0.020494635090094415,False,False,True
460,0,3,28.0,0,0,7.75,1,-0.10133993241760961,0.015126992566498259,True,True,False
461,1,1,48.0,0,0,26.55,1,1.4397738477726993,0.051822148727810165,True,False,True
462,0,3,34.0,0,0,8.05,1,0.36099420163948304,0.015712553569072387,True,False,True
463,0,1,47.0,0,0,38.5,1,1.3627181587631838,0.07514699533034619,True,False,True
464,0,2,48.0,0,0,13.0,1,1.4397738477726993,0.025374310111545468,True,False,True
465,0,3,28.0,0,0,8.05,1,-0.10133993241760961,0.015712553569072387,True,False,True
466,0,3,38.0,0,0,7.05,1,0.6692169576775449,0.013760683560491965,True,False,True
467,0,2,28.0,0,0,0.0,1,-0.10133993241760961,0.0,True,False,True
468,0,1,56.0,0,0,26.55,1,2.0562193598488228,0.051822148727810165,True,False,True
469,0,3,28.0,0,0,7.725,1,-0.10133993241760961,0.015078195816283748,True,True,False
470,1,3,0.75,2,1,19.2583,4,-2.2011074579269057,0.03758969818624431,False,False,False
471,0,3,28.0,0,0,7.25,1,-0.10133993241760961,0.014151057562208049,True,False,True
472,0,3,38.0,0,0,8.6625,1,0.6692169576775449,0.016908073949327893,True,False,True
473,1,2,33.0,1,2,27.75,4,0.2839385126299676,0.05416439273810667,False,False,True
474,1,2,23.0,0,0,13.7917,1,-0.4866183774651868,0.026919605597338588,False,False,False
475,0,3,22.0,0,0,9.8375,1,-0.5636740664747023,0.019201521209409888,False,False,True
476,0,1,28.0,0,0,52.0,1,-0.10133993241760961,0.10149724044618187,True,False,True
477,0,2,34.0,1,0,21.0,2,0.36099420163948304,0.04098927018018883,True,False,True
478,0,3,29.0,1,0,7.0458,2,-0.024284243408094167,0.013752485706455927,True,False,True
479,0,3,22.0,0,0,7.5208,1,-0.5636740664747023,0.014679623960531627,True,False,True
480,1,3,2.0,0,1,12.2875,2,-2.104787846665011,0.023983602730431916,False,False,True
481,0,3,9.0,5,2,46.9,8,-1.565398023598403,0.09154270340242172,True,False,True
482,0,2,28.0,0,0,0.0,1,-0.10133993241760961,0.0,True,False,True
483,0,3,50.0,0,0,8.05,1,1.5938852257917302,0.015712553569072387,True,False,True
484,1,3,63.0,0,0,9.5875,1,2.5956091829154313,0.018713553707264782,False,False,True
485,1,1,25.0,1,0,91.0792,2,-0.3325069994461559,0.17777475888549785,True,False,False
486,0,3,28.0,3,1,25.4667,5,-0.10133993241760961,0.049707687947515,False,False,True
487,1,1,35.0,1,0,90.0,2,0.4380498906489985,0.17566830077223786,False,False,True
488,0,1,58.0,0,0,29.7,1,2.210330737867854,0.057970539254838485,True,False,False
489,0,3,30.0,0,0,8.05,1,0.052771445601421274,0.015712553569072387,True,False,True
490,1,3,9.0,1,1,15.9,3,-1.565398023598403,0.031034733136428686,True,False,True
491,0,3,28.0,1,0,19.9667,2,-0.10133993241760961,0.03897240290032268,True,False,True
492,0,3,21.0,0,0,7.25,1,-0.6407297554842177,0.014151057562208049,True,False,True
493,0,1,55.0,0,0,30.5,1,1.9791636708393074,0.05953203526170282,True,False,True
494,0,1,71.0,0,0,49.5042,1,3.2120546949915547,0.09662576327876685,True,False,False
495,0,3,21.0,0,0,8.05,1,-0.6407297554842177,0.015712553569072387,True,False,True
496,0,3,28.0,0,0,14.4583,1,-0.10133993241760961,0.028220722145058292,True,False,False
497,1,1,54.0,1,0,78.2667,2,1.902107981829792,0.1527664244005612,False,False,False
498,0,3,28.0,0,0,15.1,1,-0.10133993241760961,0.029473237129564348,True,False,True
499,0,1,25.0,1,2,151.55,4,-0.3325069994461559,0.29580589980036276,False,False,True
500,0,3,24.0,0,0,7.7958,1,-0.4095626884556714,0.015216388212891242,True,False,True
501,0,3,17.0,0,0,8.6625,1,-0.9489525115222794,0.016908073949327893,True,False,True
502,0,3,21.0,0,0,7.75,1,-0.6407297554842177,0.015126992566498259,False,True,False
503,0,3,28.0,0,0,7.6292,1,-0.10133993241760961,0.014891206669461744,False,True,False
504,0,3,37.0,0,0,9.5875,1,0.5921612686680294,0.018713553707264782,False,False,True
505,1,1,16.0,0,0,86.5,1,-1.026008200531795,0.16883675574220638,False,False,True
506,0,1,18.0,1,0,108.9,2,-0.871896822512764,0.2125586439344078,True,False,False
507,1,2,33.0,0,2,26.0,3,0.2839385126299676,0.050748620223090936,False,False,True
508,1,1,28.0,0,0,26.55,1,-0.10133993241760961,0.051822148727810165,True,False,True
509,0,3,28.0,0,0,22.525,1,-0.10133993241760961,0.04396587194327397,True,False,True
510,1,3,26.0,0,0,56.4958,1,-0.2554513104366405,0.11027245763075773,True,False,True
511,1,3,29.0,0,0,7.75,1,-0.024284243408094167,0.015126992566498259,True,True,False
512,0,3,28.0,0,0,8.05,1,-0.10133993241760961,0.015712553569072387,True,False,True
513,1,1,36.0,0,0,26.2875,1,0.5151055796585139,0.05130978285055781,True,False,True
514,1,1,54.0,1,0,59.4,2,1.902107981829792,0.11594107850967697,False,False,False
515,0,3,24.0,0,0,7.4958,1,-0.4095626884556714,0.014630827210317117,True,False,True
516,0,1,47.0,0,0,34.0208,1,1.3627181587631838,0.06640417918791278,True,False,True
517,1,2,34.0,0,0,10.5,1,0.36099420163948304,0.020494635090094415,False,False,True
518,0,3,28.0,0,0,24.15,1,-0.10133993241760961,0.04713766070721715,True,True,False
519,1,2,36.0,1,0,26.0,2,0.5151055796585139,0.050748620223090936,False,False,True
520,0,3,32.0,0,0,7.8958,1,0.20688282362045216,0.015411575213749286,True,False,True
521,1,1,30.0,0,0,93.5,1,0.052771445601421274,0.18249984580226933,False,False,True
522,0,3,22.0,0,0,7.8958,1,-0.5636740664747023,0.015411575213749286,True,False,True
523,0,3,28.0,0,0,7.225,1,-0.10133993241760961,0.014102260811993537,True,False,False
524,1,1,44.0,0,1,57.9792,2,1.1315510917346374,0.11316786160148591,False,False,False
525,0,3,28.0,0,0,7.2292,1,-0.10133993241760961,0.014110458666029575,True,False,False
526,0,3,40.5,0,0,7.75,1,0.8618561802013335,0.015126992566498259,True,True,False
527,1,2,50.0,0,0,10.5,1,1.5938852257917302,0.020494635090094415,False,False,True
528,0,1,28.0,0,0,221.7792,1,-0.10133993241760961,0.4328841690069588,True,False,True
529,0,3,39.0,0,0,7.925,1,0.7462726466870603,0.015468569817999833,True,False,True
530,0,2,23.0,2,1,11.5,4,-0.4866183774651868,0.022446505098674838,True,False,True
531,1,2,2.0,1,1,26.0,3,-2.104787846665011,0.050748620223090936,False,False,True
532,0,3,28.0,0,0,7.2292,1,-0.10133993241760961,0.014110458666029575,True,False,False
533,0,3,17.0,1,1,7.2292,3,-0.9489525115222794,0.014110458666029575,True,False,False
534,1,3,28.0,0,2,22.3583,3,-0.10133993241760961,0.04364049521284362,False,False,False
535,0,3,30.0,0,0,8.6625,1,0.052771445601421274,0.016908073949327893,False,False,True
536,1,2,7.0,0,2,26.25,3,-1.719509401617434,0.05123658772523604,False,False,True
537,0,1,45.0,0,0,26.55,1,1.208606780744153,0.051822148727810165,True,False,True
538,1,1,30.0,0,0,106.425,1,0.052771445601421274,0.20772776566317125,False,False,False
539,0,3,28.0,0,0,14.5,1,-0.10133993241760961,0.028302115124416098,True,False,True
540,1,1,22.0,0,2,49.5,3,-0.5636740664747023,0.09661756542473082,False,False,False
541,1,1,36.0,0,2,71.0,3,0.5151055796585139,0.13858277060920987,False,False,True
542,0,3,9.0,4,2,31.275,7,-1.565398023598403,0.06104473451835265,False,False,True
543,0,3,11.0,4,2,31.275,7,-1.4112866455793722,0.06104473451835265,False,False,True
544,1,2,32.0,1,0,26.0,2,0.20688282362045216,0.050748620223090936,True,False,True
545,0,1,50.0,1,0,106.425,2,1.5938852257917302,0.20772776566317125,True,False,False
546,0,1,64.0,0,0,26.0,1,2.6726648719249466,0.050748620223090936,True,False,True
547,1,2,19.0,1,0,26.0,2,-0.7948411335032486,0.050748620223090936,False,False,True
548,1,2,28.0,0,0,13.8625,1,-0.10133993241760961,0.02705779799394608,True,False,False
549,0,3,33.0,1,1,20.525,3,0.2839385126299676,0.04006213192611313,True,False,True
550,1,2,8.0,1,1,36.75,3,-1.6424537126079184,0.07173122281533045,True,False,True
551,1,1,17.0,0,2,110.8833,3,-0.9489525115222794,0.21642978772242535,True,False,False
552,0,2,27.0,0,0,26.0,1,-0.17839562142712506,0.050748620223090936,True,False,True
553,0,3,28.0,0,0,7.8292,1,-0.10133993241760961,0.015281580671177828,True,True,False
554,1,3,22.0,0,0,7.225,1,-0.5636740664747023,0.014102260811993537,True,False,False
555,1,3,22.0,0,0,7.775,1,-0.5636740664747023,0.015175789316712771,False,False,True
556,0,1,62.0,0,0,26.55,1,2.5185534939059155,0.051822148727810165,True,False,True
557,1,1,48.0,1,0,39.6,2,1.4397738477726993,0.07729405233978466,False,False,False
558,0,1,28.0,0,0,227.525,1,-0.10133993241760961,0.4440992237022602,True,False,False
559,1,1,39.0,1,1,79.65,3,0.7462726466870603,0.1554664461834305,False,False,True
560,1,3,36.0,1,0,17.4,2,0.5151055796585139,0.033962538149299316,False,False,True
561,0,3,28.0,0,0,7.75,1,-0.10133993241760961,0.015126992566498259,True,True,False
562,0,3,40.0,0,0,7.8958,1,0.8233283356965757,0.015411575213749286,True,False,True
563,0,2,28.0,0,0,13.5,1,-0.10133993241760961,0.026350245115835676,True,False,True
564,0,3,28.0,0,0,8.05,1,-0.10133993241760961,0.015712553569072387,True,False,True
565,0,3,28.0,0,0,8.05,1,-0.10133993241760961,0.015712553569072387,False,False,True
566,0,3,24.0,2,0,24.15,3,-0.4095626884556714,0.04713766070721715,True,False,True
567,0,3,19.0,0,0,7.8958,1,-0.7948411335032486,0.015411575213749286,True,False,True
568,0,3,29.0,0,4,21.075,5,-0.024284243408094167,0.04113566043083236,False,False,True
569,0,3,28.0,0,0,7.2292,1,-0.10133993241760961,0.014110458666029575,True,False,False
570,1,3,32.0,0,0,7.8542,1,0.20688282362045216,0.015330377421392339,True,False,True
571,1,2,62.0,0,0,10.5,1,2.5185534939059155,0.020494635090094415,True,False,True
572,1,1,53.0,2,0,51.4792,3,1.8250522928202764,0.10048070654571319,False,False,True
573,1,1,36.0,0,0,26.3875,1,0.5151055796585139,0.051504969851415845,True,False,True
574,1,3,28.0,0,0,7.75,1,-0.10133993241760961,0.015126992566498259,False,True,False
575,0,3,16.0,0,0,8.05,1,-1.026008200531795,0.015712553569072387,True,False,True
576,0,3,19.0,0,0,14.5,1,-0.7948411335032486,0.028302115124416098,True,False,True
577,1,2,34.0,0,0,13.0,1,0.36099420163948304,0.025374310111545468,False,False,True
578,1,1,39.0,1,0,55.9,2,0.7462726466870603,0.1091095334796455,False,False,True
579,0,3,28.0,1,0,14.4583,2,-0.10133993241760961,0.028220722145058292,False,False,False
580,1,3,32.0,0,0,7.925,1,0.20688282362045216,0.015468569817999833,True,False,True
581,1,2,25.0,1,1,30.0,3,-0.3325069994461559,0.05855610025741262,False,False,True
582,1,1,39.0,1,1,110.8833,3,0.7462726466870603,0.21642978772242535,False,False,False
583,0,2,54.0,0,0,26.0,1,1.902107981829792,0.050748620223090936,True,False,True
584,0,1,36.0,0,0,40.125,1,0.5151055796585139,0.07831878409428937,True,False,False
585,0,3,28.0,0,0,8.7125,1,-0.10133993241760961,0.017005667449756914,True,False,False
586,1,1,18.0,0,2,79.65,3,-0.871896822512764,0.1554664461834305,False,False,True
587,0,2,47.0,0,0,15.0,1,1.3627181587631838,0.02927805012870631,True,False,True
588,1,1,60.0,1,1,79.2,3,2.3644421158868845,0.15458810467956932,True,False,False
589,0,3,22.0,0,0,8.05,1,-0.5636740664747023,0.015712553569072387,True,False,True
590,0,3,28.0,0,0,8.05,1,-0.10133993241760961,0.015712553569072387,True,False,True
591,0,3,35.0,0,0,7.125,1,0.4380498906489985,0.013907073811135496,True,False,True
592,1,1,52.0,1,0,78.2667,2,1.747996603810761,0.1527664244005612,False,False,False
593,0,3,47.0,0,0,7.25,1,1.3627181587631838,0.014151057562208049,True,False,True
594,0,3,28.0,0,2,7.75,3,-0.10133993241760961,0.015126992566498259,False,True,False
595,0,2,37.0,1,0,26.0,2,0.5921612686680294,0.050748620223090936,True,False,True
596,0,3,36.0,1,1,24.15,3,0.5151055796585139,0.04713766070721715,True,False,True
597,1,2,28.0,0,0,33.0,1,-0.10133993241760961,0.06441171028315387,False,False,True
598,0,3,49.0,0,0,0.0,1,1.5168295367822147,0.0,True,False,True
599,0,3,28.0,0,0,7.225,1,-0.10133993241760961,0.014102260811993537,True,False,False
600,1,1,49.0,1,0,56.9292,2,1.5168295367822147,0.11111839809247648,True,False,False
601,1,2,24.0,2,1,27.0,4,-0.4095626884556714,0.05270049023167135,False,False,True
602,0,3,28.0,0,0,7.8958,1,-0.10133993241760961,0.015411575213749286,True,False,True
603,0,1,28.0,0,0,42.4,1,-0.10133993241760961,0.08275928836380983,True,False,True
604,0,3,44.0,0,0,8.05,1,1.1315510917346374,0.015712553569072387,True,False,True
605,1,1,35.0,0,0,26.55,1,0.4380498906489985,0.051822148727810165,True,False,False
606,0,3,36.0,1,0,15.55,2,0.5151055796585139,0.030351578633425542,True,False,True
607,0,3,30.0,0,0,7.8958,1,0.052771445601421274,0.015411575213749286,True,False,True
608,1,1,27.0,0,0,30.5,1,-0.17839562142712506,0.05953203526170282,True,False,True
609,1,2,22.0,1,2,41.5792,4,-0.5636740664747023,0.08115719346076702,False,False,False
610,1,1,40.0,0,0,153.4625,1,0.8233283356965757,0.2995388511917728,False,False,True
611,0,3,39.0,1,5,31.275,7,0.7462726466870603,0.06104473451835265,False,False,True
612,0,3,28.0,0,0,7.05,1,-0.10133993241760961,0.013760683560491965,True,False,True
613,1,3,28.0,1,0,15.5,2,-0.10133993241760961,0.030253985132996517,False,True,False
614,0,3,28.0,0,0,7.75,1,-0.10133993241760961,0.015126992566498259,True,True,False
615,0,3,35.0,0,0,8.05,1,0.4380498906489985,0.015712553569072387,True,False,True
616,1,2,24.0,1,2,65.0,4,-0.4095626884556714,0.12687155055772734,False,False,True
617,0,3,34.0,1,1,14.4,3,0.36099420163948304,0.028106928123558056,True,False,True
618,0,3,26.0,1,0,16.1,2,-0.2554513104366405,0.031425107138144774,False,False,True
619,1,2,4.0,2,1,39.0,4,-1.9506764686459803,0.07612293033463641,False,False,True
620,0,2,26.0,0,0,10.5,1,-0.2554513104366405,0.020494635090094415,True,False,True
621,0,3,27.0,1,0,14.4542,2,-0.17839562142712506,0.028212719478023115,True,False,False
